id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season
53738,Men,Apparel,Bottomwear,2012.0,Casual,ADIDAS Men White Track Pant,53738.jpg,Lounge Pants,White,Fall
10255,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Stripes Blue Shirts,10255.jpg,Shirts,Blue,Summer
57952,Women,Apparel,Saree,2012.0,Ethnic,Prafful Off White Printed Sari,57952.jpg,Sarees,Green,Fall
9865,Men,Apparel,Topwear,2011.0,Casual,Status Quo Men Grey & Blue Striped T-shirt,9865.jpg,Tshirts,White,Fall
26350,Women,Accessories,Watches,2016.0,Casual,DKNY Women White Dial Watch NY8471,26350.jpg,Watches,White,Winter
33244,Men,Apparel,Topwear,2012.0,Formal,Arrow Men Blue Slim Fit Shirt,33244.jpg,Shirts,Navy Blue,Fall
1595,Men,Apparel,Topwear,2010.0,Sports,Domyos Men Good Stroke Black T-shirt,1595.jpg,Tshirts,Black,Fall
34227,Men,Apparel,Topwear,2013.0,Casual,Proline Men Grey T-shirt,34227.jpg,Tshirts,Blue,Fall
21858,Boys,Apparel,Topwear,2011.0,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt,21858.jpg,Tshirts,Navy Blue,Summer
32369,Men,Accessories,Watches,2016.0,Casual,Q&Q Men Black Dial Watch,32369.jpg,Watches,Black,Winter
25106,Women,Accessories,Belts,2015.0,Casual,Lino Perros Women Brown Belt,25106.jpg,Belts,Black,Summer
19982,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt,19982.jpg,Tshirts,Black,Summer
21567,Men,Footwear,Shoes,2012.0,Casual,Numero Uno Men Casual White Shoes,21567.jpg,Casual Shoes,White,Fall
36809,Women,Personal Care,Fragrance,2017.0,Casual,Mont Blanc Women Femme Individuelle Perfume,36809.jpg,Pendant,White,Summer
24155,Women,Apparel,Topwear,2011.0,Ethnic,Aurelia Women Green Kurta,24155.jpg,Kurtas,Green,Fall
49914,Men,Accessories,Watches,2016.0,Casual,Q&Q Men Black Analog Watch,49914.jpg,Watches,Black,Winter
14501,Men,Footwear,Shoes,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,14501.jpg,Casual Shoes,Black,Summer
49067,Women,Accessories,Bags,2012.0,Casual,Lino Perros Women Olive Handbag,49067.jpg,Handbags,Black,Summer
26960,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Purple Shirt,26960.jpg,Shirts,Black,Summer
33582,Men,Apparel,Topwear,2012.0,Casual,Wrangler Men True Rider White T-shirt,33582.jpg,Tshirts,White,Summer
19578,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Solid Purple Top,19578.jpg,Tops,Black,Summer
43512,Women,Apparel,Dress,2012.0,Casual,French Connection Women Blue Dress,43512.jpg,Kurtas,White,Summer
21313,Women,Accessories,Eyewear,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,21313.jpg,Sunglasses,Black,Winter
16485,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Check Grey Shirt,16485.jpg,Shirts,Grey,Fall
13547,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Casual Red Casual Shoes,13547.jpg,Casual Shoes,Red,Summer
43319,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women White T-shirt,43319.jpg,Tshirts,White,Summer
45811,Women,Footwear,Shoes,2012.0,Casual,Senorita Women Yellow Flats,45811.jpg,Flats,Gold,Winter
57869,Women,Personal Care,Skin,2017.0,Casual,Biotique Bio Saffron Dew Face & Body Cream,57869.jpg,Sunscreen,Pink,Spring
48009,Women,Accessories,Watches,2016.0,Casual,Helix Women Silver Dial Watch,48009.jpg,Watches,White,Winter
33057,Men,Apparel,Topwear,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Black Shirt,33057.jpg,Tshirts,Navy Blue,Summer
40660,Women,Apparel,Topwear,2012.0,Ethnic,Span Women Multi Coloured Kurta,40660.jpg,Kurtas,Multi,Fall
57196,Women,Apparel,Topwear,2012.0,Casual,Elle Women Red Tunic,57196.jpg,Kurtas,Red,Summer
14347,Men,Footwear,Shoes,2011.0,Sports,Nike Men Dual Fusion ST 2 Black Sports Shoes,14347.jpg,Sports Shoes,Black,Fall
55468,Women,Personal Care,Lips,2017.0,Casual,Revlon Super Lusterous Coffee Break Lipstick 303,55468.jpg,Lipstick,Pink,Spring
26931,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Black Top,26931.jpg,Tops,Black,Summer
44415,Men,Footwear,Shoes,2018.0,Casual,Red Tape Men Brown Shoes,44415.jpg,Casual Shoes,Brown,Winter
55784,Men,Footwear,Shoes,2014.0,Casual,Converse Men Black Casual Shoes,55784.jpg,Casual Shoes,Black,Summer
12580,Women,Apparel,Topwear,2011.0,Casual,Tantra Women Blue Printed T-shirt,12580.jpg,Tops,Green,Summer
44770,Men,Footwear,Shoes,2012.0,Casual,Globalite Men Black Skid Shoes,44770.jpg,Casual Shoes,Black,Fall
16201,Men,Apparel,Topwear,2011.0,Casual,Puma Men Polo Black TShirt,16201.jpg,Tshirts,Black,Fall
26347,Women,Accessories,Watches,2016.0,Formal,DKNY Women Beige Dial Chronograph Watch NY8322,26347.jpg,Watches,White,Winter
14928,Men,Apparel,Topwear,2011.0,Casual,Mr. Men Men Beware Grey Melange Tshirts,14928.jpg,Tshirts,Blue,Fall
34565,Women,Apparel,Dress,2012.0,Casual,Tonga Women Printed Black Dress,34565.jpg,Kurtas,Black,Summer
39960,Men,Footwear,Sandal,2013.0,Casual,GAS Men Brown Madly Sandals,39960.jpg,Flip Flops,Brown,Fall
24189,Unisex,Footwear,Shoes,2012.0,Casual,Converse Unisex Chuck Taylor Black Casual Shoes,24189.jpg,Casual Shoes,Black,Summer
7323,Men,Footwear,Shoes,2018.0,Casual,Red Tape Men's Casual Brown Shoe,7323.jpg,Casual Shoes,Brown,Fall
8861,Men,Apparel,Topwear,2011.0,Casual,Mark Taylor Men White Striped Shirt,8861.jpg,Shirts,Blue,Fall
37201,Girls,Apparel,Bottomwear,2012.0,Casual,United Colors of Benetton Girls Washed Blue Jeans,37201.jpg,Jeans,Blue,Summer
42564,Women,Apparel,Topwear,2012.0,Casual,Mother Earth Women Pink Top,42564.jpg,Tops,Green,Fall
21881,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women sequin Purple Kurta,21881.jpg,Kurtas,Black,Fall
40591,Women,Apparel,Topwear,2012.0,Ethnic,Aurelia Women Blue Kurta,40591.jpg,Tshirts,Green,Summer
17846,Men,Footwear,Shoes,2011.0,Sports,Nike Men Supergame Black Sports Shoe,17846.jpg,Sports Shoes,Black,Fall
15069,Men,Footwear,Sandal,2012.0,Casual,Ganuchi Men Brown Sandal,15069.jpg,Casual Shoes,Brown,Winter
4003,Men,Footwear,Flip Flops,2011.0,Casual,Spalding Men's Navy With Yellow Flip Flop,4003.jpg,Flip Flops,Black,Summer
43154,Women,Accessories,Watches,2016.0,Casual,Fastrack Women Purple Dial Watch,43154.jpg,Watches,Black,Fall
21133,Women,Apparel,Topwear,2011.0,Casual,s.Oliver Women Striped Purple Tshirt,21133.jpg,Sweaters,Navy Blue,Fall
56617,Women,Personal Care,Makeup,2017.0,,Streetwear Stay On Mineral Pink Rosette Blusher,56617.jpg,Highlighter and Blush,Rose,Spring
11951,Men,Footwear,Shoes,2012.0,Casual,Ganuchi Men Blue Shoes,11951.jpg,Casual Shoes,Black,Summer
56921,Women,Footwear,Shoes,2012.0,Casual,HM Women Blue Sandals,56921.jpg,Heels,Black,Winter
33443,Women,Accessories,Bags,2012.0,Casual,Baggit Women Brown Handbag,33443.jpg,Handbags,Black,Summer
46815,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Yellow Top,46815.jpg,Tops,White,Summer
26680,Women,Footwear,Shoes,2012.0,Casual,Puma Women Cross Black Flats,26680.jpg,Flats,Black,Summer
32507,Men,Footwear,Sandal,2015.0,Casual,Franco Leone Men Black Sandals,32507.jpg,Sandals,Black,Summer
9425,Men,Apparel,Topwear,2011.0,Formal,John Miller Men Purple Fila-Fil Shirts,9425.jpg,Shirts,Navy Blue,Fall
16989,Men,Footwear,Flip Flops,2012.0,Casual,Puma Men Lynx Black Slipper,16989.jpg,Flip Flops,Brown,Summer
3645,Men,Footwear,Shoes,2011.0,Casual,Fila Men's Maverick HI Black Red Canvas Shoe,3645.jpg,Casual Shoes,White,Fall
29125,Women,Accessories,Eyewear,2016.0,Casual,Vogue Women White Sunglasses,29125.jpg,Sunglasses,Brown,Winter
54600,Men,Apparel,Innerwear,2016.0,Casual,Jockey ELANCE Men Black Briefs 1004,54600.jpg,Briefs,Black,Summer
42228,Women,Apparel,Topwear,2012.0,Casual,Sepia Women White & Green Top,42228.jpg,Tops,Green,Summer
37789,Men,Apparel,Topwear,2012.0,Formal,John Players Men Formal Lavender Shirt,37789.jpg,Shirts,Blue,Fall
45088,Women,Apparel,Innerwear,2015.0,Casual,Bwitch Peach Precious Bra,45088.jpg,Bra,White,Winter
30991,Women,Personal Care,Fragrance,2017.0,,,30991.jpg,Lip Gloss,White,Spring
52480,Women,Apparel,Loungewear and Nightwear,2015.0,Casual,Red Rose Blue & Black Nightdress,52480.jpg,Baby Dolls,Black,Summer
7060,Unisex,Accessories,Bags,2013.0,Sports,Nike Black Classic Turf     NSW  Backpacks,7060.jpg,Backpacks,Blue,Summer
47361,Women,Accessories,Bags,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag,47361.jpg,Handbags,Red,Summer
38466,Women,Accessories,Bags,2012.0,Casual,Baggit Women Red Mobile Pouch,38466.jpg,Laptop Bag,Red,Fall
42670,Women,Apparel,Topwear,2012.0,Ethnic,Alma Women Black Kurta,42670.jpg,Kurtas,White,Summer
33393,Women,Accessories,Bags,2012.0,Casual,Baggit Women Faltu Taj Brown Handbag,33393.jpg,Handbags,Brown,Summer
19837,Men,Apparel,Topwear,2011.0,Casual,U.S. Polo Assn. Men Check Green Shirt,19837.jpg,Shirts,Blue,Fall
48772,Women,Accessories,Jewellery,2013.0,Casual,Lucera Women Silver Pendant,48772.jpg,Pendant,Silver,Winter
55286,Women,Personal Care,Beauty Accessories,2017.0,Casual,Lakme All Over Shimmer Gloss,55286.jpg,Clutches,Green,Winter
7673,Women,Accessories,Socks,2016.0,Casual,Wrangler Women's Agate Green Secret Socks,7673.jpg,Socks,Green,Summer
23769,Women,Accessories,Eyewear,2016.0,Casual,Oakley Women Brown Unfaithful Sunglasses,23769.jpg,Sunglasses,Brown,Winter
22019,Women,Apparel,Topwear,2011.0,Ethnic,Vishudh Women Printed Brown Kurta,22019.jpg,Kurtas,White,Summer
13235,Men,Apparel,Topwear,2011.0,Casual,Palm Tree Kids Boys Stripes Blue Tshirts,13235.jpg,Tshirts,Blue,Summer
20026,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Striped White Shirt,20026.jpg,Shirts,White,Summer
57981,Women,Apparel,Topwear,2010.0,Casual,Latin Quarters Women Red Check Shirt,57981.jpg,Tops,Red,Summer
58372,Men,Apparel,Topwear,2012.0,Casual,Locomotive Men Beige T-shirt,58372.jpg,Tshirts,White,Summer
7217,Men,Footwear,Shoes,2011.0,Formal,Rockport Men Carnforth Soft Black Shoe,7217.jpg,Camisoles,White,Summer
21629,Women,Apparel,Innerwear,2012.0,Casual,Enamor Women Lift White Bra,21629.jpg,Bra,White,Summer
25828,Women,Apparel,Topwear,2012.0,Ethnic,Diva Women Printed Pink Kurta,25828.jpg,Kurtas,Red,Fall
3862,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men's Authentic Embro Orange T-shirt,3862.jpg,Tshirts,Yellow,Summer
38151,Men,Apparel,Topwear,2012.0,Casual,Wildcraft Men Black T Poly Crew T-shirt,38151.jpg,Tshirts,Navy Blue,Summer
45564,Men,Personal Care,Fragrance,2017.0,Casual,Playboy Men Hollywood Deo 50 ml Free,45564.jpg,Perfume and Body Mist,Black,Spring
16043,Men,Apparel,Topwear,2011.0,Casual,Highlander Men Check Blue Shirt,16043.jpg,Shirts,Blue,Fall
37263,Unisex,Accessories,Bags,2012.0,Casual,Vital Gear Unisex Olive Tacti Backpack,37263.jpg,Backpacks,Black,Fall
5097,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men's Hand Of Quality White T-shirt,5097.jpg,Tshirts,White,Summer
40984,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys United White T-shirt,40984.jpg,Tshirts,White,Summer
51808,Women,Apparel,Loungewear and Nightwear,2016.0,Casual,Bwitch Red Nightdress,51808.jpg,Kurtas,Red,Summer
32374,Women,Accessories,Watches,2016.0,Casual,Q&Q Women White Dial Watch,32374.jpg,Watches,White,Winter
4054,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Hard Work Never Killed Anyone Black T-shirt,4054.jpg,Tshirts,Navy Blue,Summer
7597,Men,Footwear,Shoes,2011.0,Sports,Nike Men's Backboard Red Black Shoe,7597.jpg,Casual Shoes,White,Fall
11285,Men,Apparel,Bottomwear,2016.0,Casual,Wrangler Men Blue Texas Jeans,11285.jpg,Jeans,Blue,Fall
59762,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Brown Flats,59762.jpg,Heels,Brown,Winter
54882,Women,Accessories,Jewellery,2012.0,Casual,Ivory Tag Women Metal Charmed Turquoise Blue and Red Necklace,54882.jpg,Pendant,Silver,Fall
10751,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Breakline Grey Track Pants,10751.jpg,Jeans,Black,Fall
34059,Boys,Apparel,Bottomwear,2012.0,Casual,Gini and Jony Boys Grey Shorts,34059.jpg,Shorts,Black,Summer
7895,Men,Apparel,Bottomwear,2011.0,Casual,Proline Men Olive Green Checked Shorts,7895.jpg,Shorts,Black,Fall
39846,Girls,Apparel,Topwear,2012.0,Casual,Gini And Jony Girls Striped Green Top,39846.jpg,Tops,Green,Summer
44923,Men,Apparel,Bottomwear,2012.0,Casual,Jack & Jones Men Blue Jeans,44923.jpg,Jeans,Blue,Fall
55898,Women,Personal Care,Nails,2017.0,Casual,Colorbar Quick Finish Nail Lacquer 20,55898.jpg,Lip Gloss,White,Summer
31866,Women,Accessories,Watches,2016.0,Casual,Titan Women Raga Silver Dial Watch,31866.jpg,Watches,Gold,Winter
22189,Men,Footwear,Shoes,2012.0,Casual,Timberland Men Brown Casual Shoes,22189.jpg,Casual Shoes,Brown,Summer
55590,Men,Apparel,Topwear,2012.0,Casual,Peter England Men White Shirt,55590.jpg,Shirts,White,Summer
44265,Men,Accessories,Wallets,2012.0,Casual,Hidekraft Men Black Wallet,44265.jpg,Wallets,Black,Winter
50984,Women,Apparel,Innerwear,2017.0,Casual,Enamor Women Cameo Rose Coloured Briefs,50984.jpg,Briefs,White,Summer
42129,Men,Footwear,Shoes,2012.0,Sports,Nike Men Black Air Visi Pro Sports Shoes,42129.jpg,Sports Shoes,Black,Fall
22812,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men Brown Printed T-shirt,22812.jpg,Tshirts,Black,Fall
30983,Men,Personal Care,Fragrance,2017.0,Casual,Ferrari Men Perfume,30983.jpg,Perfume and Body Mist,Black,Spring
49363,Men,Footwear,Shoes,2012.0,Casual,Vans Men Beige Casual Shoes,49363.jpg,Casual Shoes,Pink,Fall
46691,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Instincts Perfume,46691.jpg,Perfume and Body Mist,White,Spring
57619,Women,Personal Care,Skin Care,2017.0,Casual,Lotus Herbals Safe Sun Sunscreen SPF 40,57619.jpg,Sunscreen,Green,Spring
36830,Women,Apparel,Topwear,2012.0,Ethnic,Vishudh Women Purple Kurta,36830.jpg,Kurtas,Black,Summer
50237,Women,Accessories,Bags,2012.0,Casual,Stoln Women Pink Handbag,50237.jpg,Handbags,Orange,Summer
36455,Men,Footwear,Shoes,2012.0,Sports,Spinn Men Techno White Sports Shoes,36455.jpg,Casual Shoes,White,Summer
16324,Men,Apparel,Topwear,2011.0,Casual,Peter England Men Printed Navy Blue TShirt,16324.jpg,Tshirts,Blue,Fall
5350,Men,Footwear,Shoes,2011.0,Sports,Artengo Artengo 522c Man Synthe,5350.jpg,Sports Shoes,White,Summer
39640,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39640.jpg,Casual Shoes,Black,Fall
27067,Women,Accessories,Bags,2012.0,Casual,Yelloe Silver Metallic Finish Handbag,27067.jpg,Wallets,White,Summer
26535,Men,Footwear,Shoes,2012.0,Casual,ID Men Blue Shoes,26535.jpg,Casual Shoes,Black,Summer
42944,Men,Accessories,Belts,2010.0,Casual,French Connection Men Black Belt,42944.jpg,Belts,Black,Summer
21268,Unisex,Accessories,Bags,2011.0,Casual,Footloose Unisex Black Mojo Backpack,21268.jpg,Backpacks,Blue,Winter
41210,Men,Footwear,Shoes,2012.0,Casual,Nike Men Black Shoes,41210.jpg,Casual Shoes,Black,Fall
48387,Men,Apparel,Bottomwear,2012.0,Casual,French Connection Men Blue Jeans,48387.jpg,Jeans,Blue,Summer
59102,Men,Apparel,Topwear,2012.0,Casual,Just Natural Men Black Rain Jacket,59102.jpg,Jackets,Black,Summer
43113,Men,Personal Care,Fragrance,2017.0,,JAGUAR Men Classic Black Eau De Toilette 100 ml,43113.jpg,Perfume and Body Mist,Blue,Spring
56263,Men,Apparel,Loungewear and Nightwear,2016.0,Casual,SDL by Sweet Dreams Men Mustard Pyjama Set,56263.jpg,Night suits,Multi,Summer
40473,Men,Footwear,Shoes,2012.0,Sports,Fila Men Black Supercharger Sports Shoes,40473.jpg,Casual Shoes,Black,Summer
22477,Men,Apparel,Topwear,2012.0,Sports,Timberland Men Red T-shirt,22477.jpg,Tshirts,Red,Summer
50389,Women,Accessories,Watches,2016.0,Casual,Miss Sixty Silver Dial Watch,50389.jpg,Watches,White,Winter
37718,Men,Apparel,Topwear,2012.0,Casual,John Players Men Polo Navy Blue T-shirt,37718.jpg,Tshirts,Black,Summer
